projectID,taskID,taskName,status,deadline
190,8,Outline performance goals for Operations for Q2,in progress,2024-04-10
191,1,Monitor customer surveys for Sales — follow-up,in progress,2025-05-25
191,2,Complete marketing briefs for Operations before Friday,complete,2025-02-12
191,3,Prepare upcoming data backups with HR,in review,2025-02-27
191,4,Complete compliance checklists — follow-up,complete,2025-03-20
191,5,Organize meeting notes for Q4,complete,2025-04-22
191,6,Reconcile department KPIs for Operations with legal,overdue,2025-02-12
191,7,Confirm weekly capital expenditure requests with HR,approved,2025-03-30
191,8,Complete budget variance notes with finance,complete,2025-04-01
192,1,Monitor benefits enrollment with HR,in review,2025-11-08
192,2,Confirm invoice approvals for Q4,in review,2025-02-15
192,3,Review department KPIs for Engineering this sprint,complete,2024-12-12
192,4,Coordinate timesheets for Engineering with HR,complete,2025-12-28
192,5,Summarize current performance goals this sprint,in progress,2025-08-12
192,6,Verify monthly product requirements for leadership review,in progress,2025-01-20
192,7,Schedule inventory counts,in progress,2024-12-24
192,8,Schedule cross-team dependencies for leadership review,in progress,2025-03-04
193,1,Prioritize stakeholder feedback for Operations,approved,2023-01-17
193,2,Complete expense reports for Operations for Q2,complete,2023-01-24
193,3,Prioritize weekly expense reports this sprint,approved,2023-07-16
193,4,Schedule sales forecasts for Marketing with legal,complete,2022-12-22
193,5,Compile equipment orders with HR,complete,2023-02-18
193,6,Schedule expense reports for Marketing,approved,2022-07-22
193,7,Document facility access requests for Q3,in progress,2022-05-19
193,8,Plan client proposals — draft,complete,2023-05-09
194,1,Outline invoice approvals for Q2,approved,2024-08-11
194,2,Schedule training materials for Sales before Friday,in review,2023-08-11
194,3,Publish data backups for leadership review,in progress,2023-07-10
194,4,Analyze client proposals with legal,complete,2024-03-13
194,5,Prioritize equipment orders for Operations (internal),approved,2023-03-23
194,6,Archive pending hiring requisitions with legal,complete,2024-11-29
194,7,Validate scope change requests for Operations with legal,complete,2023-04-02
194,8,Compile upcoming incident reports (internal),in progress,2023-03-22
195,1,Prepare equipment orders for Marketing — draft,in review,2022-01-13
195,2,Track product requirements for Q1,complete,2021-12-10
195,3,Organize capital expenditure requests for Q2,approved,2021-01-27
195,4,Validate sales forecasts for Marketing this sprint,complete,2021-07-31
195,5,Implement support tickets for HR (internal),complete,2021-06-23
195,6,Implement current facility access requests for Q4,in review,2021-07-17
195,7,Coordinate risk registers for HR for Q4,complete,2021-07-26
195,8,Reconcile monthly vendor contracts for Q4,approved,2021-10-29
196,1,Publish payroll exceptions (internal),in progress,2020-02-10
196,2,Archive pending expense reports with HR,in progress,2020-11-19
196,3,Review scope change requests with finance,overdue,2020-05-22
196,4,Confirm marketing briefs for Operations for Q2,complete,2020-03-17
196,5,Validate performance goals for Finance (internal),in review,2020-06-29
196,6,Organize travel requests for Sales for Q2,complete,2020-09-30
196,7,Schedule vendor contracts for Q1,complete,2021-01-04
196,8,Reconcile pending training materials for Q3,complete,2020-02-29
197,1,Review monthly security assessments for Q3,in progress,2019-06-10
197,2,Document handoff documentation for leadership review,in progress,2019-04-17
197,3,Prepare policy updates with HR,approved,2019-10-03
197,4,Prepare inventory counts for Q4,in review,2019-11-02
197,5,Collect audit findings for Q2,approved,2019-10-22
197,6,Organize upcoming marketing briefs for leadership review,overdue,2019-08-19
197,7,Outline capital expenditure requests for Finance for Q1,in review,2019-09-05
197,8,Plan partner agreements for Sales (internal),complete,2019-03-24
198,1,Plan upcoming onboarding paperwork with HR,in progress,2022-01-13
198,2,Document inventory counts for Operations for leadership review,complete,2022-04-08
198,3,Verify pending onboarding paperwork with legal,in progress,2021-06-13
198,4,Summarize incident reports with HR,approved,2021-02-28
198,5,Update annual reviews with finance,in review,2022-01-03
198,6,Reconcile audit findings for Marketing for Q4,overdue,2021-04-17
198,7,Complete product requirements for HR — draft,in review,2022-02-11
198,8,Document partner agreements for Operations — follow-up,in review,2021-03-17
199,1,Compile purchase orders for HR for Q2,complete,2022-01-01
199,2,Summarize upcoming onboarding paperwork (internal),approved,2022-07-05
199,3,Audit pending timesheets before Friday,in review,2021-12-11
199,4,Prepare cross-team dependencies for Finance for leadership review,in progress,2022-05-26
199,5,Submit security assessments for Q1,in review,2022-01-30
199,6,Audit purchase orders for HR before Friday,in progress,2022-08-11
199,7,Track handoff documentation for Finance for Q1,in progress,2021-12-05
199,8,Schedule travel requests for Engineering — draft,approved,2022-02-11
200,1,Confirm monthly client proposals with finance,in review,2025-07-12
200,2,Collect upcoming payroll exceptions for Q3,complete,2025-01-22
200,3,Monitor partner agreements for HR with legal,overdue,2025-10-13
200,4,Prepare weekly client proposals for Q2,in progress,2025-05-19
200,5,Approve audit findings for Finance,in progress,2025-04-24
200,6,Complete invoice approvals for Sales — draft,complete,2024-11-27
200,7,Outline department KPIs for Finance — follow-up,complete,2025-10-31
200,8,Finalize purchase orders — draft,in review,2025-09-30
201,1,Outline upcoming budget variance notes — follow-up,approved,2024-05-26
201,2,Outline stakeholder feedback — draft,in review,2024-06-09
201,3,Collect cross-team dependencies for leadership review,approved,2024-02-14
201,4,Reconcile weekly handoff documentation before Friday,in progress,2024-03-14
201,5,Complete pending risk registers with HR,in progress,2024-02-01
201,6,Reconcile upcoming project milestones — draft,in review,2024-03-09
201,7,Organize support tickets for Q2,complete,2024-03-05
201,8,Prioritize monthly budget variance notes for Q2,approved,2024-04-11
202,1,Update annual reviews before Friday,in review,2019-10-06
202,2,Submit current cross-team dependencies for Q4,in review,2019-06-01
202,3,Confirm vendor contracts for Engineering before Friday,complete,2020-10-19
202,4,Analyze budget variance notes for Marketing for leadership review,complete,2020-02-15
202,5,Publish upcoming facility access requests with finance,approved,2019-08-19
202,6,Review software licenses for leadership review,in progress,2020-09-29
202,7,Reconcile expense reports for Operations,complete,2020-05-26
202,8,Monitor expense reports for Engineering for leadership review,approved,2020-11-15
203,1,Plan monthly department KPIs with legal,approved,2021-12-21
203,2,Audit benefits enrollment before Friday,in review,2022-12-25
203,3,Organize upcoming data backups — draft,approved,2022-04-15
203,4,Archive upcoming equipment orders with finance,in review,2022-04-16
203,5,Analyze handoff documentation (internal),in review,2022-09-01
203,6,Prepare training materials for Q4,in review,2022-04-09
203,7,Approve timesheets for HR before Friday,complete,2021-12-09
203,8,Archive stakeholder feedback — draft,complete,2022-01-03
204,1,Publish current project milestones with HR,in review,2021-03-11
204,2,Track meeting notes for Sales with HR,complete,2021-05-10
204,3,Organize upcoming equipment orders — draft,overdue,2021-03-28
204,4,Complete stakeholder feedback for Sales,approved,2021-04-07
204,5,Plan monthly capital expenditure requests — follow-up,in progress,2021-08-25
204,6,Monitor partner agreements for Engineering this sprint,in progress,2021-08-28
204,7,Approve monthly audit findings for Q2,approved,2021-03-05
204,8,Complete client proposals for Marketing before Friday,in progress,2021-06-15
205,1,Document inventory counts for Q4,in progress,2025-09-06
205,2,Reconcile policy updates for Operations for Q4,complete,2025-02-17
205,3,Compile monthly payroll exceptions (internal),in review,2025-03-17
205,4,Submit handoff documentation for Finance for Q4,in progress,2024-05-25
205,5,Implement upcoming travel requests,in review,2024-04-27
205,6,Summarize scope change requests for Finance for leadership review,complete,2024-02-22
205,7,Organize budget variance notes with finance,approved,2024-06-09
205,8,Outline current customer surveys (internal),in review,2024-01-06
206,1,Approve equipment orders for Q2,in review,2023-07-28
206,2,Archive stakeholder feedback for Sales with HR,approved,2022-11-05
206,3,Coordinate onboarding paperwork this sprint,in review,2023-10-31
206,4,Compile pending security assessments — follow-up,complete,2023-12-05
206,5,Monitor budget variance notes for Marketing for Q1,in review,2023-03-01
206,6,Track monthly payroll exceptions for leadership review,in progress,2022-11-30
206,7,Analyze hiring requisitions with legal,complete,2023-09-14
206,8,Review hiring requisitions for Finance for Q2,in review,2023-03-07
207,1,Coordinate weekly product requirements with legal,in progress,2024-06-13
207,2,Analyze performance goals for Engineering — draft,complete,2024-03-11
207,3,Verify current security assessments for Q4,complete,2024-02-15
207,4,Approve meeting notes for leadership review,in progress,2024-03-21
207,5,Organize upcoming cross-team dependencies for Q4,complete,2024-04-08
207,6,Publish risk registers for HR for Q3,approved,2024-08-27
207,7,Outline pending invoice approvals — follow-up,overdue,2024-12-07
207,8,Coordinate inventory counts for leadership review,in review,2024-04-20
208,1,Collect current security assessments — follow-up,in progress,2023-03-09
208,2,Publish weekly customer surveys (internal),in review,2023-02-03
208,3,Audit current partner agreements before Friday,approved,2023-01-15
208,4,Collect upcoming vendor contracts for Q3,complete,2023-06-30
208,5,Publish hiring requisitions for Engineering for leadership review,approved,2023-10-10
208,6,Submit monthly timesheets with finance,approved,2023-07-24
208,7,Implement hiring requisitions for Q1,in progress,2023-02-05
208,8,Finalize upcoming product requirements with legal,in progress,2023-03-16
209,1,Prioritize compliance checklists for Finance for Q2,approved,2019-06-19
209,2,Update meeting notes for HR with legal,in review,2019-10-23
209,3,Reconcile inventory counts for HR (internal),complete,2019-08-20
209,4,Draft monthly capital expenditure requests this sprint,complete,2019-09-01
209,5,Prepare pending onboarding paperwork with finance,complete,2019-08-04
209,6,Submit benefits enrollment for leadership review,in review,2019-10-20
209,7,Implement project milestones this sprint,in progress,2019-10-05
209,8,Confirm client proposals — follow-up,in review,2019-06-26
210,1,Confirm department KPIs for Finance (internal),in progress,2021-12-03
210,2,Validate weekly incident reports this sprint,in review,2021-10-11
210,3,Collect meeting notes for leadership review,in review,2021-10-16
210,4,Compile the quarterly budget — follow-up,complete,2021-12-09
210,5,Collect client proposals (internal),approved,2021-10-06
210,6,Archive weekly partner agreements,in review,2021-09-05
210,7,Approve software licenses for Marketing with legal,complete,2021-12-21
210,8,Collect pending stakeholder feedback for leadership review,approved,2021-10-27
211,1,Confirm software licenses,complete,2026-05-21
211,2,Analyze performance goals for Finance for Q3,approved,2026-05-07
211,3,Organize purchase orders for Engineering (internal),complete,2026-06-12
